"id";"bidding_table_titles_list";"bidding_table_items_list"
3065;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200263483.jhtml|0002200000073067|1|区域用电信息监测边缘计算终端软件研发|1|区域用电信息监测边缘计算终端软件研发|114|2021|不收取|9000"
3066;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200263485.jhtml|0002200000072843|1|南网科研院直流电压互感器及现场测试装备的研发技术|1|南网科研院直流电压互感器及现场测试装备的研发技术|228|2021|不收取|15000"
3067;"网页链接|项目编号|序号|标的|概算金额（万元）|最大中标数量|标包号|标包名称|标包金额（万元）|工期|最高限价(万元)|是否特殊包|招标文件费（元）|投标保证金（元）";"https://www.bidding.csg.cn//zbgg/1200263486.jhtml|0002200000065002|1|广州供电局调度大屏幕可视化系统建设|269.4|1|1|广州供电局调度大屏幕可视化系统建设|269.4|合同签订之日起至2021年12月31日|/|否|/|/"
3068;"网页链接|项目编号|标的序号|标的名称|分包名称|概算金额|最高限价|标包号|最大中标包数|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263363.jhtml|0002200000073003|1|低压智能塑壳断路器|低压智能塑壳断路器|159.735|157.735|01|/|/|不收取|不收取|"
3069;"网页链接|项目编号|标的序号|标的名称|分包名称|概算金额|最高限价|标包号|最大中标包数|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263364.jhtml|0002200000073012|1|KVM|KVM|358.938|358.938|01|/|/|不收取|不收取|"
3070;"网页链接|项目编号|标的序号|标的名称|标包名称|估算金额|最高限价|标包序号|最大中标包数|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263368.jhtml|0002200000073320|1|标的|35kV|648|648|1|/|/|/|100000|"
3071;"网页链接|项目编号|标的序号|标的名称|分包名称|估算金额(万元)|最高限价( 万元)|分包序号|最大中标包数|工期|招标文件收取费用（元）|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200263320.jhtml|0002200000073305|1|低压开关柜|低压开关柜|891|891|1|/|/|不收取|100000|"
3072;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高限价(万元)|工期|项目建设单位|投标保证金(万元)|备注";"https://www.bidding.csg.cn//zbgg/1200263378.jhtml|0002200000071825|1|中山供电局2020年配电线路无人机巡线|1|中山供电局2020年配电线路无人机巡线|154|0.199994|合同签订日起至2020年12月31日|中山供电局|1|综合单价最高限价：1999.94元/公里"
3073;"网页链接|项目编号|序号|标段编号|标段名称|标包金额|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263379.jhtml|0002200000071597|1|十标段|大理供电局巍山供电局中低压线路通道清理|30|合同签订之日起至|大理供电局|不收取|5000|"
3074;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高限价(万元)|服务期|招标文件收取费用（元）|投标保证金（元）";"https://www.bidding.csg.cn//zbgg/1200263322.jhtml|0002200000073141|1|2020年客户服务平台、数字电网本地化、个性化运营管控应用建设/推广等4个项目|1|2020年客户服务平台、数字电网本地化、个性化运营管控应用建设/推广等4个项目|19.16|19.16|自合同签订之日起至2021年3月，具体日期在签订合同时确定|不收取|3000"
3075;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高限价( 万元)|工期|项目建设单位|招标文件收取费用（元）|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200263405.jhtml|0002200000073013|1|2020年南方电网公司科技项目后评价技术支持|1|2020年南方电网公司科技项目后评价技术支持|340|340|自合同签订之日起至2020年12月底|中国南方电网有限责任公司|无|无|无"
3076;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|标包金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263412.jhtml|0002200000071600|1|大理供电局|标包|城区、洱源、南涧、永平、剑川等局部分|/|238.62|签订施工合同后至|大理供电局|不收取|20000|最高限价"
3077;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263305.jhtml|0002200000073064|1|深圳供电局有限公司基于|1|深圳供电局有限公司基于|266.264|266.264|总日历天|深圳供电局有限公司|不收取|不收取|"
3078;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263280.jhtml|0002200000072185|1|城市电网超大容量地下输电新技术应用研究科技项目|1|城市电网超大容量地下输电新技术应用研究科技项目|90|90|深圳供电局有限公司|/|/|无"
3079;"网页链接|项目编号|标的序号|标的名称|分包名称|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263311.jhtml|0002200000070387|1|中老铁路供电项目变电设备及绝缘子|中老铁路供电项目变电设备及绝缘子|不收取|100000|代理服务费计费基数以开标当天中国人民银行银行间外汇市场人民币汇率中间价美元对人民币的汇率折算成人民币计算"
3080;"网页链接|项目编号|标的序号|标的名称|标包名称|项目单位|最高限价(|工期|招标文件收取费用（元）|投标保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263314.jhtml|0002200000069180|1|精确定位仪|精确定位仪|南方电网数字电网研究院有限公司|73.33|合同签签订日起一年内|不收取|不收取|无"
3081;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高投标费率(%)|招标文件收取费用（元）|保证金（万元）|备注";"https://www.bidding.csg.cn//zbgg/1200263330.jhtml|0002200000073154|1|汕头供电局|1|汕头供电局|950|100|不收取|不收取|"
3082;"网页链接|项目编号|标的序号|标的名称|分包名称|估算金额|最高限价|分包序号|最大中标包数|工期|招标文件收取费用（元）|保证金";"https://www.bidding.csg.cn//zbgg/1200263331.jhtml|0002200000072901|1|基于|基于|140|140|1|1|本次工期要求在中标后一个月内完成交付|不收取|不收取"
3083;"网页链接|项目编号|序号|标的名称|标包号|标包名称|估算金额(万元)|最高限价( 万元)|工期|项目建设单位|招标文件收取费用（元）|保证金(元)";"https://www.bidding.csg.cn//zbgg/1200263334.jhtml|0002200000072395|1|适配5G的配电网分布式差动保护关键技术研究及设备研制|1|适配5G的配电网分布式差动保护关键技术研究及设备研制|378|378|成果提交期限：2022年12月|中国南方电网有限责任公司|不收取|不收取"
3084;"网页链接|项目编号|标的号|标的名称|标包名称|估算金额|最高限价单价或单价合计(元)|分包号|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263342.jhtml|0002200000073070|1|低压线路自动调压器|低压线路自动调压器|801.4|75600|1|/|本项目无需保证金|"
3085;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高投标费率(%)|服务期|项目建设单位|招标文件收取费用（元）|投标保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200263344.jhtml|0002200000072785|1|湛江供电局|1|湛江供电局|735|100|自合同签订之日起|广东电网有限责任公司湛江供电局|/|10"
3086;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价(|工期|项目建设单位|招标文件收取费用（元）|投标保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263263.jhtml|0002200000069907|1|南网数研院航飞影像服务建设|1|粤北（河源、韶关、清远、肇庆）|200|合同签订后|南方电网数字电网研究院有限公司|不收取|不收取|无"
3087;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|项目建设单位|保证金(元)";"https://www.bidding.csg.cn//zbgg/1200263266.jhtml|0002200000073308|1|电力体制复杂环境下广西增量配电网发展面临若干问题及策略研究|1-1|电力体制复杂环境下广西增量配电网发展面临若干问题及策略研究||10000"
3088;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|项目建设单位|招标文件收取费用（元）|备注";"https://www.bidding.csg.cn//zbgg/1200263269.jhtml|0002200000072260|1|配网超导电缆用单级大冷量|1|配网超导电缆用单级大冷量|255.6294|255.6294|深圳供电局有限公司|不收取|无"
3089;"网页链接|项目编号|序号|建设单位|标段名称|最高限价|工期|招标文件收取费用（元）|保证金（元）|备注";"https://www.bidding.csg.cn//zbgg/1200263302.jhtml|0002200000073155|1|南方电网综合能源股份有限公司|蜂巢能源科技有限公司（一期）屋顶分布式光伏发电项目|36.81|180|不收取|/|"
3090;"网页链接|项目编号|序号|物资类别|标的物名称|标的预估金额（万元）|供应商资格预审|电商化采购标识|标包号|标包占标的物总额的比例|标包预估金额（万元）|招标文件收取费用（元）|保证金(元)";"https://www.bidding.csg.cn//zbgg/1200263276.jhtml|0002200000071875|1|配网线路类材料|HDPE管|41003.58 |√|×|标包1|19%|7790.68|/|400000"
3091;"网页链接|项目编号|序号|建设单位|标段名称|最高限价|工期|招标文件收取费用（元）|保证金（元）|备注";"https://www.bidding.csg.cn//zbgg/1200263303.jhtml|0002200000073173|1|南方电网综合能源股份有限公司|蜂巢能源科技有限公司（一期）屋顶分布式光伏发电项目|/|从施工日起至工程完成并网验收共|/|400000|"
3092;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200263277.jhtml|0002200000072864|1|南网科研院低压用电智能计量终端通信智能化管理、容器实现及软、硬件架构技术研究|1|南网科研院低压用电智能计量终端通信智能化管理、容器实现及软、硬件架构技术研究|157|2021|不收取|9000"
3093;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263304.jhtml|0002200000072352|1|深圳供电局有限公司高压电缆附件用涂覆硅脂的选型与长期可靠性研究技术服务招标|01|深圳供电局有限公司高压电缆附件用涂覆硅脂的选型与长期可靠性研究技术服务招标|73.8|73.8|合同签订生效之日|深圳供电局有限公司|不收取|不收取|"
3094;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|项目建设单位|招标文件收取费用（元）|备注";"https://www.bidding.csg.cn//zbgg/1200263278.jhtml|0002200000072159|1|深圳供电局|1|深圳供电局|70|无|深圳供电局有限公司|不收取|"
3095;"网页链接|项目编号|招 标 人：广东电网有限责任公司广州供电局|招标代理机构：南方电网物资有限公司";"https://www.bidding.csg.cn//zbgg/1200263241.jhtml|没有项目编号|地    址：广东省广州市天河区天河南二路2号  |地    址：广东省广州市天河区天河路178号"
3096;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263244.jhtml|0002200000071682|1|2020|1|2020|90|88.95|自合同签订之日起至|深圳供电局|不收取|不收取|标段"
